city,brand,model,type,cc,color,km,year,price
Sevilla,PIAGGIO,X8 125,Scooter 125cc,124,,36646,2005,1799
Sevilla,KYMCO,Super Dink 300i,Scooters +125cc,300,,30150,2013,2999
Madrid,YAMAHA,X-MAX 125,Scooter 125cc,124,TODOS,,2017,4649
Valencia,APRILIA,RS4,Sport,49,REPLICA,,2016,4239
Sevilla,KAWASAKI,VN 900 CUSTOM,Custom,93,,17949,2011,6299
Valencia,APRILIA,RS4 125 Replica,Sport,125,REPLICA,,2016,4499
Sevilla,HONDA,SW T400,Scooters +125cc,399,GRIS MATE,29442,2008,3299
Valencia,APRILIA,SR 50 R,Scooters 50cc,49,rojo,,2016,2569
Sevilla,HONDA,CBR 500R,Sport,471,,10041,2016,5499
Madrid,INDIAN,Chieftain,Custom,1811,NEGRO,9000,2014,21990
Madrid,KYMCO,Grand Dink 125,Scooter 125cc,125,negro,37649,2013,1300
Valencia,APRILIA,SR Motard 50,Scooters 50cc,49,gris titanio,,2016,1829
Toledo,HONDA,NSS 300 Forza ABS,Scooters +125cc,279,PLATA,3617,2015,4500
Sevilla,HONDA,CB 600F HORNET,Naked,600,,41133,2006,2999
Valencia,APRILIA,SX 50,Supermotard,50,blanco,,2016,2649
Madrid,PIAGGIO,Medley,Scooter 125cc,124,,1000,2016,2500
Sevilla,DUCATI,MULTISTRADA 1200,Trail,1199,,10704,2016,18499
Madrid,YAMAHA,XV 650 Drag Star,Custom,649,NEGRO,11704,2000,3499
Valencia,DERBI,Senda DRD XTREME 50 SM,Supermotard,50,blanco  /  negro,,2016,2349
Madrid,VESPA,LX 125 ie,Scooter 125cc,124,varios,16000,2012,1800
Barcelona,SUZUKI,BURGMAN 250,Scooters +125cc,250,NEGRO,54700,2008,1990
Madrid,VESPA,LX 125,Scooter 125cc,124,VARIOS,16500,2011,2000
Valencia,HONDA,SILVER WING 400,Scooters +125cc,398,AZUL,25596,2007,3299
Barcelona,SUZUKI,BURGMAN 125,Scooter 125cc,125,BLANCO,7811,2015,2995
Madrid,VESPA,Sprint 125 ie 3v,Scooter 125cc,124,AMARILLO,2301,2015,2400
Valencia,PIAGGIO,X10 125,Scooter 125cc,124,BLANCO,1163,2016,4299
Valencia,PIAGGIO,X7 125,Scooter 125cc,124,AZUL,68416,2009,1299
Madrid,VESPA,Primavera,Scooter 125cc,124,,2500,2015,2700
Malaga,HONDA,CB 500 X,Trail,471,BLANCA,27940,2013,4499
Malaga,HARLEY DAVIDSON,Softail Fat Boy,Custom,1584,NEGRA,4389,2010,17900
Madrid,YAMAHA,YS125,Naked,125,TODOS,,2017,2799
Valencia,PIAGGIO,X8 125,Scooter 125cc,124,NEGRO,31588,2006,1299
Madrid,YAMAHA,YS125,Naked,125,TODOS,,2017,2799
Barcelona,HONDA,TRANSALP XL 650 V,Trail,647,Azul,37000,2002,3200
Barcelona,HONDA,SCOOPY SH125,Scooter 125cc,125,NEGRO,36600,2006,1795
Madrid,YAMAHA,X-MAX 300,Scooters +125cc,292,TODOS,,2017,5699
Madrid,YAMAHA,X-MAX 300,Scooters +125cc,292,TODOS,,2017,5699
Barcelona,HONDA,Integra,Scooters +125cc,700,BLANCO,27500,2012,6200
Madrid,YAMAHA,YZF R1,Sport,998,TODOS,,2017,21499
Madrid,KYMCO,Xciting 400i,Scooters +125cc,399,negro,22000,2014,4299
Madrid,KAWASAKI,ZX 6 RR,Sport,599,VERDE,19800,2006,5199
Madrid,BMW,R nineT,Naked,1170,negro,4500,2015,13499
Madrid,YAMAHA,NMAX,Scooter 125cc,125,TODOS,,2017,2999
Madrid,YAMAHA,NMAX,Scooter 125cc,125,TODOS,,2017,2999
Madrid,BMW,R 1200 R,Naked,1170,negra,46000,2007,6999
Madrid,APRILIA,Compay 125,Scooter 125cc,124,negro,23000,2006,1499
Madrid,YAMAHA,Majesty 400 ABS,Scooters +125cc,395,Negro,26000,2012,4200
Madrid,BMW,K 1200 RS,Sport,1171,ROJO,45000,2000,4499
Madrid,PIAGGIO,X7 EVO 300 ie,Scooters +125cc,278,Negro,20000,2014,2400
Malaga,HONDA,GL 1800 Goldwing,Turismo,1800,GRIS PLATA,27300,2005,16999
Madrid,PIAGGIO,X10 500 Executive,Scooters +125cc,492,Blanco,13000,2013,4990
Madrid,YAMAHA,MT-125 ABS,Naked,125,TODOS,,2017,4849
Madrid,MV AGUSTA,Turismo Veloce 800,Turismo,798,Rojo,12000,2015,13850
Barcelona,PEUGEOT,SATELIS 125i urban,Scooter 125cc,125,BLANCO NACARADO,10500,2014,2590
Madrid,YAMAHA,MT-125 ABS,Naked,125,TODOS,,2017,4849
Madrid,KTM,1290 Super Adventure,Trail,1290,Blanco,9000,2016,14500
Madrid,YAMAHA,X-MAX 125,Scooter 125cc,124,BLANCO MATE,1,2017,4649
Madrid,KAWASAKI,VN 900 CLASSIC,Custom,903,Negro,10000,2015,6500
Madrid,KAWASAKI,VN 900 CLASSIC,Custom,903,Negro,36000,2010,4850
Barcelona,KYMCO,Super Dink 350i,Scooters +125cc,349,,,2017,4950
Madrid,YAMAHA,Tracer 700,Trail,689,BURDEOS,1,2017,8299
Madrid,SUZUKI,V-Strom 650 ABS,Trail,645,NEGRO,62390,2012,4800
Madrid,HONDA,PCX 125,Scooter 125cc,125,Negro,2200,2011,2000
Barcelona,KYMCO,Super Dink 125 ABS,Scooters +125cc,124,,,2017,4275
Madrid,YAMAHA,MT10,Naked,998,TODOS,,2017,15799
Madrid,SUZUKI,Inazuma 250,Naked,248,,24000,2014,2490
Madrid,HONDA,FORZA 250 X,Scooters +125cc,249,Azul,12000,2009,2300
Barcelona,KYMCO,Agility CITY 125,Scooter 125cc,125,,,2017,2275
Madrid,SUZUKI,V-Strom 650 ABS,Trail,647,TODA LA GAMA,,2017,8599
Madrid,HONDA,CBR 1100 XX,Sport,1137,Negro,45000,2006,4500
Madrid,SUZUKI,GSX-S750,Naked,749,TODA LA GAMA,,2017,8599
Barcelona,PIAGGIO,Beverly 300S ie,Scooters +125cc,278,,,2017,3775
Barcelona,HONDA,SCOOPY SH300i Sport TopBox,Scooters +125cc,279,,,2017,5599
Madrid,BMW,F 800 R,Naked,800,Naranja,19000,2010,5850
Madrid,YAMAHA,MT 03,Naked,660,TODOS,,2017,4999
Barcelona,HONDA,SCOOPY SH300i ABS Top Box,Scooters +125cc,279,,,2017,5549
Madrid,YAMAHA,MT 03,Naked,660,TODOS,,2017,4999
Madrid,YAMAHA,MT 03,Naked,660,TODOS,,2017,4999
Barcelona,HONDA,SCOOPY SH125,Scooter 125cc,125,,,2017,3525
Zaragoza,DUCATI,Monster 821,Naked,821,RED/LIVERY,,2016,10010
Valencia,KAWASAKI,Z 800,Naked,806,blanco,43400,2015,6900
Zaragoza,DUCATI,Monster 821,Naked,821,GRIS,,2017,9610
Barcelona,HONDA,PCX 125,Scooter 125cc,125,,,2017,2775
Zaragoza,DUCATI,Monster 797,Naked,803,ROJO,,2017,7290
Madrid,YAMAHA,XSR700,Naked,689,TODOS,,2017,7599
Zaragoza,DUCATI,MONSTER 1200 S,Naked,1198,ROJO,,2017,15790
Madrid,YAMAHA,XSR700,Naked,689,TODOS,,2017,7599
Barcelona,YAMAHA,X-MAX 125,Scooter 125cc,124,blanco,1,2017,4649
Zaragoza,DUCATI,959 Panigale,Sport,955,ROJO,,2017,15390
Barcelona,HONDA,Forza 125,Scooter 125cc,125,,,2017,4850
Barcelona,BMW,C 650 GT,Scooters +125cc,647,negro,18886,2014,7499
Barcelona,SYM,HD2 125,Scooter 125cc,124,"blanco, negro",1,2017,2799
Madrid,PIAGGIO,MP3 400,Scooters +125cc,399,azul,2007,2007,2900
Barcelona,KYMCO,K-XCT 300i,Scooters +125cc,300,"negro, blanco",1,2016,4299
Barcelona,HONDA,Passion 125 I.E.,Scooter 125cc,124,NEGRO,32700,2008,1795
Barcelona,KAWASAKI,J 125,Scooter 125cc,124,varios,1,2017,3349
Barcelona,HONDA,SH 300i ABS,Scooters +125cc,279,"azul, negro, rojo, blanco",1,2016,5689
Madrid,YAMAHA,Tricity,Scooter 125cc,125,TODOS,,2017,4499
Madrid,YAMAHA,Tricity,Scooter 125cc,125,TODOS,,2017,4499
Barcelona,SHERCO,125,Trial,124,AZUL,30,2007,2299
Barcelona,PIAGGIO,X7 125,Scooter 125cc,124,NEGRO,34500,2011,1600
Barcelona,YAMAHA,MT-07,Naked,689,GRIS MATE,10071,2014,5199
Barcelona,HONDA,PANTHEON 125,Scooter 125cc,125,NEGRO,46513,2006,1495
Madrid,YAMAHA,Tricity 125,Scooter 125cc,125,TODOS,,2017,3999
Madrid,YAMAHA,Tricity 125,Scooter 125cc,125,TODOS,,2017,3999
Valencia,YAMAHA,X MAX 400,Scooters +125cc,395,NEGRO,32768,2013,3999
Madrid,YAMAHA,Tracer 700,Trail,689,TODOS,,2017,8299
Madrid,YAMAHA,Tracer 700,Trail,689,TODOS,,2017,8299
Madrid,YAMAHA,T-Max 530 ABS,Scooters +125cc,530,NEGRO,1714,2016,10800
Sevilla,YAMAHA,X MAX 250,Scooters +125cc,249,GRIS,29100,2007,2200
Madrid,YAMAHA,TMAX 530,Scooters +125cc,530,NEGRO,23639,2015,9490
Sevilla,YAMAHA,FZ6 S S2,Turismo,600,NEGRO,99000,2008,2300
Sevilla,YAMAHA,FZ6 S,Turismo,600,GRIS-NEGRO,33750,2006,3495
Madrid,BMW,K 1600 GT,Turismo,1649,gris,77000,2011,14500
Sevilla,HONDA,VFR 1200 F DCT,Turismo,1237,BURDEOS,66000,2010,8000
Madrid,YAMAHA,MT-09 ABS TRACER,Trail,847,TODOS,,2017,11099
Sevilla,HONDA,TRANSALP XL 650 V,Trail,647,NEGRO,32000,2004,2795
Sevilla,HONDA,SILVER WING 600,Scooters +125cc,582,GRIS,45700,2007,3195
Sevilla,BMW,S 1000 R,Sport,999,NEGRO NOCHE,1142,2016,14500
Castellon,BMW,R 1100 RT,Turismo,1085,gris,130000,1997,2999
Sevilla,BMW,R 1200 R,Naked,1170,Negro,51030,2006,12000
Valencia,SUZUKI,GSF 600 Bandit S,Turismo,600,AZUL,43000,2004,1990
Barcelona,HYOSUNG,GT 125 R Pro Comet,Sport,125,Negra,10000,2016,1950
Lleida,TRIUMPH,Street Triple R,Naked,675,Gris antracita,12000,2014,6300
Barcelona,BMW,R 850 R,Naked,848,gris,72000,2003,5000
Sevilla,BMW,R 1200 R,Naked,1170,GRIS,41000,2008,7150
Valencia,SUZUKI,BURGMAN 125,Scooter 125cc,125,GRIS,32000,2010,1900
Malaga,HYOSUNG,GV 250 AQUILA,Custom,249,Plata,23968,2003,1399
Sevilla,BMW,K1600 GTL,Turismo,1649,GRIS,11500,2016,22995
Valencia,HONDA,VFR 1200 F DCT,Turismo,1237,Blanco,63000,2010,7900
Sevilla,BMW,F 650 GS,Trail,798,GRIS,65300,2011,4800
Madrid,SUZUKI,BURGMAN 400 ABS,Scooters +125cc,400,GRIS,41800,2011,3999
Las Palmas,HONDA,VARADERO XL1000V,Trail,996,Negro,75000,2007,5000
Sevilla,BMW,C evolution,Scooters +125cc,,BLANCO,2538,2016,11395
Madrid,PIAGGIO,MP3 LT 500 Business,Scooters +125cc,493,BLANCO,2900,2016,7499
Sevilla,BMW,C 650,Scooters +125cc,647,NARANJA,1415,2016,10190
Madrid,HONDA,VT 750 C SHADOW,Custom,745,COBRE,30600,2006,4950
Jaen,KTM,EXC 530,Enduro,510,Naranja,13000,2009,4500
Sevilla,BMW,C 650 GT,Scooters +125cc,647,Blanco,24500,2013,6000
Madrid,HONDA,CBF 600N C-ABS,Naked,599,NEGRA,28175,2009,4099
Madrid,DERBI,Terra 125 Adventure,Turismo,124,BLANCA,1940,2008,1599
Sevilla,BMW,C 650 GT,Scooters +125cc,647,NEGRO,1750,2016,10250
Las Palmas,KAWASAKI,Z 1000,Naked,1043,Black dark mate,82000,2011,5500
Las Palmas,BMW,R 1200 GS,Trail,1170,Blanco y Azul,7500,2016,18500
Las Palmas,BMW,K 1100 RS,Turismo,1100,Azul Celeste metalizado,19800,1994,4500
Baleares,SUZUKI,BURGMAN 650 Executive,Scooters +125cc,638,Blanca,23800,2014,8199
Baleares,KAWASAKI,J 300 ABS,Scooters +125cc,300,Negra/Verde,4520,2016,4499
Baleares,SUZUKI,Bandit 650 S,Turismo,656,Azul Oscuro,22000,2008,2899
Madrid,VESPA,TX 200,Scooter 125cc,200,Negra,42000,1988,600
Cadiz,SUZUKI,V-Strom 650 ABS,Trail,650,Gris,19500,2008,4650
Barcelona,HONDA,Integra,Scooters +125cc,745,gris mate,18000,2014,6800
Barcelona,YAMAHA,TMAX 530,Scooters +125cc,530,,3800,2016,9500
Girona,SUZUKI,DR Z 400 S,Trail,398,amarilla y blanca,25000,2004,2600
Barcelona,YAMAHA,MT 09 ABS,Naked,847,GRIS-MATE,10500,2016,7499
Barcelona,YAMAHA,T-Max 530,Scooters +125cc,530,BLANCA,36500,2013,8299
Barcelona,YAMAHA,FZ6 S S2 ABS,Turismo,600,AZUL,39420,2009,4399
Barcelona,KAWASAKI,ZX 6R 636,Sport,636,verde,18400,2014,9599
Barcelona,HONDA,S-WING 150,Scooters +125cc,150,GRIS,40210,2009,1099
Barcelona,HONDA,CBR 500R,Sport,471,negro,11000,2015,4900
Cadiz,HONDA,NT 700 DEAUVILLE,Turismo,680,Atracita,24000,2006,4095
Cordoba,KAWASAKI,NINJA 300 ABS,Sport,300,nero,18920,2003,1900
Barcelona,SUZUKI,BURGMAN 125,Scooter 125cc,125,gris metalizado,18200,2012,2000
Valencia,YAMAHA,XT 660 Z Tenere,Trail,650,azul y blanca,34000,1992,900
Madrid,YAMAHA,X MAX 400,Scooters +125cc,395,Todos,,2015,6599
Madrid,YAMAHA,X MAX 400,Scooters +125cc,395,todos,,2015,5999
Madrid,YAMAHA,Tricity,Scooter 125cc,125,Todos,,2017,3999
Madrid,YAMAHA,Tricity 125,Scooter 125cc,125,Todos,,2017,3999
Madrid,YAMAHA,NMAX,Scooter 125cc,125,Todos,,2017,2999
Madrid,YAMAHA,MT-07,Naked,689,Todos,,2015,6799
Madrid,YAMAHA,MT-07,Naked,689,Todos,,2015,5799
Navarra,SUZUKI,Gladius 650 ABS,Naked,645,,12300,2015,4499
Navarra,KTM,RC,Sport,373,,1,2017,5799
Tarragona,YAMAHA,YZF R 125,Sport,124,blanco perla,16000,2010,2500
Navarra,KTM,EXC 450,Enduro,449,,1,2017,9650
Navarra,KTM,690 DUKE,Naked,690,,23400,2011,4799
Madrid,KAWASAKI,ER 6F ABS,Turismo,649,todos,,2016,6875
Navarra,KEEWAY,Silverblade 250 EFI,Scooters +125cc,250,,1750,2016,2299
Navarra,KEEWAY,FACT EVO 50,Scooters 50cc,49,,6800,2016,999
Navarra,HUSQVARNA,WR 125,Enduro,125,,5400,2009,3799
Madrid,KAWASAKI,VERSYS 650,Trail,649,AMARILLO,12731,2015,5999
Madrid,KAWASAKI,Ninja 650,Naked,649,2 colores,,2016,7249
Madrid,KAWASAKI,Ninja 650,Naked,649,2 colores,,2016,7249
Madrid,KAWASAKI,Z 900,Naked,948,3 colores,,2016,8649
Madrid,KAWASAKI,Z 650,Naked,649,3 colores,,2016,6549
Madrid,KAWASAKI,Z 650,Naked,649,3 colores,,2016,6549
Madrid,KAWASAKI,Z 900,Naked,948,3 colores,,2016,8649
Navarra,HUSQVARNA,WR 125,Enduro,124,,5400,2007,2799
Madrid,HONDA,PCX 125,Scooter 125cc,125,todos,,2014,2499
Navarra,KTM,1090 Adventure,Trail,1050,,1,2017,15100
Madrid,HONDA,CB 500F ABS,Naked,471,4 COLORES DIFERENTES,,2016,5649
Navarra,HONDA,Shadow 750 RS,Custom,745,,8230,2010,5799
Navarra,HONDA,CBR 1000 RR Fireblade,Sport,1000,,16800,2007,6499
Navarra,HONDA,CBF 1000,Turismo,998,,84500,2006,3999
Navarra,GILERA,Fuoco 500 i.e. LT,Scooters +125cc,493,,140,2016,6499
Navarra,GAS GAS,EC 125,Enduro,124,,3400,2007,2999
Navarra,APRILIA,Shiver 750,Naked,750,,25600,2010,4499
Madrid,SYM,Jet 4 125,Scooter 125cc,124,BLANCO O NEGRA,,2015,1699
Madrid,SYM,Symphony 125 SR,Scooter 125cc,125,Todos,,2016,1999
Madrid,SYM,Maxsym 600i,Scooters +125cc,565,Todos,,2016,6799
Barcelona,BMW,F 800 R,Naked,800,azul,16000,2016,7000
Madrid,SYM,Joymax 125i ABS,Scooter 125cc,125,Todos,,2015,4199
Madrid,SYM,Joymax 125i ABS,Scooter 125cc,125,Todos,,2015,4199
Madrid,SYM,Joymax 125i ABS,Scooter 125cc,125,Todos,,2016,4299
Madrid,SYM,Joymax 125i ABS,Scooter 125cc,125,Todos,,2016,4299
Madrid,SYM,Joymax 125i,Scooter 125cc,125,Todos,,2016,3799
Madrid,SYM,Joymax 125i,Scooter 125cc,125,Todos,,2016,3799
Madrid,SYM,Joymax 125i,Scooter 125cc,125,Todos,,2016,3699
Madrid,SYM,Joymax 125i,Scooter 125cc,125,Todos,,2016,3799
Madrid,SYM,Joymax 125i,Scooter 125cc,125,Todos,,2016,3699
Madrid,SYM,Joymax 125i,Scooter 125cc,125,Todos,,2016,3699
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,Todos,,2016,4999
Madrid,SYM,Joymax 125i ABS,Scooter 125cc,125,Todos,,2016,4299
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,Todos,,2016,4999
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,Todos,,2016,4999
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,Todos,,2016,4999
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,Todos,,2016,4999
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,4999,,2016,4999
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,Todos,,2016,4999
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,Todos,,2016,4999
Madrid,SYM,JOYMAX 300i ABS,Scooters +125cc,278,Todos,,2016,4999
Madrid,SYM,Fiddle III 125,Scooter 125cc,125,Todos,,2016,1999
Madrid,SYM,Symphony S 125,Scooter 125cc,124,Todos,,2016,2249
Madrid,SYM,Fiddle III 125,Scooter 125cc,125,Todos,,2016,1999
Madrid,SYM,Symphony ST 125,Scooter 125cc,124,Todos,,2016,1999
Madrid,SYM,Maxsym 600i,Scooters +125cc,565,blanco,21009,2014,4999
Madrid,SYM,Wolf 250i,Naked,249,Todos,,2016,3199
Sevilla,BMW,K 75,Turismo,750,Negro,102000,1987,2200
Alava,VESPA,PX 200 Iris,Scooters +125cc,200,Negro,3100,1991,1600
Madrid,HONDA,Integra,Scooters +125cc,700,blanco,5613,2013,6800
Barcelona,SYM,GTS 125 EVO,Scooter 125cc,125,,49000,2011,1400
Madrid,PIAGGIO,Beverly,Scooters +125cc,330,plata cometa y granate,4300,2016,4200
Guipuzcoa,BMW,K 1200 S,Turismo,1157,azul,59000,2005,5100
Sevilla,SUZUKI,VL 800 Intruder Volusia,Custom,805,,32426,2005,4800
Vizcaya,HONDA,Crossrunner VFR800X,Turismo,782,Negro,7600,2015,10200
Zaragoza,APRILIA,RST 1000 Futura,Turismo,998,,12000,2002,3500
Vizcaya,KAWASAKI,VN VULCAN 800 CLASIC,Custom,805,Negra/Cranate,54000,2000,4500
Murcia,BMW,F 650 GS,Trail,798,Negro,15000,2005,3500
Madrid,KEEWAY,Superlight 125 LE,Custom,125,negro,7000,2007,1450
Malaga,HONDA,CB 600F C-ABS HORNET,Naked,599,NEGRO,31000,2010,4500
Albacete,BMW,R 1200 GS,Trail,1170,Negro,84000,2007,7200
Madrid,BMW,F 650 GS,Trail,798,,17900,2003,3200
Madrid,YAMAHA,YZF R6,Sport,600,,21000,2006,2600
Malaga,SUZUKI,Gladius 650 ABS,Naked,645,,22000,2013,4100
Alicante,HONDA,CBR 600F SPORT,Sport,599,,53500,2003,2500
Tarragona,SUZUKI,GSR 750,Naked,749,,36500,2012,5000
Asturias,GAS GAS,EC 300 SIX DAYS,Enduro,297,blanco,1500,2009,3650
Caceres,PIAGGIO,X EVO 125,Scooter 125cc,124,,18800,2010,1950
Salamanca,KAWASAKI,ER 6N,Naked,649,,10000,2012,5000
Girona,TRIUMPH,BONNEVILLE T100,Naked,865,N/D,7000,2015,9900
Barcelona,HONDA,SCOOPY SH125i CBS,Scooter 125cc,125,Negro,9000,2014,2500
Madrid,GILERA,Runner VXR 200,Scooters +125cc,198,,35000,2005,1500
Leon,BMW,F 650 GS,Trail,798,,8,2005,3600
Madrid,HARLEY DAVIDSON,Softail Rocker C,Custom,1584,NEGRA,16000,2008,13400
Burgos,KAWASAKI,GPX 600 R,Sport,600,,55000,1989,500
Ciudad Real,KYMCO,Grand Dink 125,Scooter 125cc,125,gris oscuro,22180,2005,900
Leon,SHERCO,300 SEF-R,Enduro,304,racing,700,2017,7500
Alicante,SUZUKI,GS 500 E,Sport,500,Verde,82000,1991,600
Tarragona,YAMAHA,YZF 750 R,Sport,750,,38900,1994,1850
Asturias,SUZUKI,GSR 600,Naked,599,Gris,18000,2007,3200
Sevilla,BMW,R 1200 RT 110cv,Turismo,1170,,10700,2006,8800
Murcia,DUCATI,MONSTER 620 DARK IE,Naked,618,,53000,2004,3000
Sevilla,BMW,R 1200 GS,Trail,1170,Rojo y negro,34500,2007,8100
Madrid,SYM,Fiddle II 125 S,Scooter 125cc,125,Azul Oscuro,1005,2016,1650
Madrid,SUZUKI,GSX 750 F,Turismo,750,azul,61000,2005,3500
Barcelona,DUCATI,MONSTER 696+ ABS,Naked,696,ROJO,14000,2012,5900
Malaga,HONDA,CB 600 S,Naked,599,blanca,70000,2004,2500
Guipuzcoa,HONDA,PAN-EUROPEAN ST 1300 ABS,Turismo,1261,Granate,22000,2007,9000
Barcelona,YAMAHA,T-Max 500,Scooters +125cc,499,NEGRA TONO AZULADO,15000,2010,7000
Castellon,TRIUMPH,TIGER 800 XCX ABS,Trail,799,Azul,13500,2015,10000
Madrid,PIAGGIO,X8 400,Scooters +125cc,399,Azul,75000,2007,1100
Madrid,HARLEY DAVIDSON,Dyna Street Bob,Custom,1584,Negro,22758,2010,9990
Madrid,DUCATI,Hyperstrada,Supermotard,821,Rojo,3430,2015,10990
Madrid,KYMCO,Super Dink 125i,Scooter 125cc,125,Todos,,2015,3350
Madrid,KYMCO,Super Dink 125i,Scooter 125cc,125,Todos,,2015,3350
Madrid,KYMCO,Super Dink 125i,Scooter 125cc,125,Todos,,2015,3350
Madrid,KYMCO,Super Dink 125i,Scooter 125cc,125,Todos,,2015,3350
Madrid,KYMCO,Super Dink 125i,Scooter 125cc,125,Todos,,2015,3350
Madrid,KYMCO,Super Dink 300i,Scooters +125cc,300,Todos,,2015,4100
Madrid,KYMCO,Super Dink 300i,Scooters +125cc,300,Todos,,2015,4100
Madrid,KYMCO,Super Dink 300i,Scooters +125cc,300,Todos,,2015,4100
Madrid,KYMCO,Grand Dink 125,Scooter 125cc,125,Todos,,2016,3699
Madrid,KYMCO,Grand Dink 125,Scooter 125cc,125,Todos,,2016,3699
Madrid,KYMCO,Grand Dink 125,Scooter 125cc,125,PLATEADO,43327,2007,1299
Madrid,KYMCO,K-XCT 300i,Scooters +125cc,300,NEGRO,10772,2015,3999
Madrid,KYMCO,K-XCT 300i,Scooters +125cc,300,NEGRO,10772,2015,3999
Madrid,KYMCO,Super Dink 125i,Scooter 125cc,125,Titanio,23547,2012,2199
Madrid,KYMCO,Super Dink 350i,Scooters +125cc,349,4 colores,,2017,4999
Madrid,KYMCO,Super Dink 350i,Scooters +125cc,349,4 COLORES,,2017,4999
Madrid,KYMCO,Super Dink 350i,Scooters +125cc,349,4 COLORES,,2017,4999
Madrid,KYMCO,Super Dink 350i,Scooters +125cc,349,4 COLORES,,2017,4999
Madrid,KYMCO,Super Dink 350i,Scooters +125cc,349,4 colores,,2017,4999
Malaga,KAWASAKI,Z 750,Naked,748,Negra,35000,2008,3700
Lleida,DUCATI,Streetfighter 1100,Naked,1099,Rojo,32000,2012,9800
Sevilla,PIAGGIO,VESPA LX 50,Scooters 50cc,50,Rojo,20000,2006,900
Madrid,KYMCO,Agility CITY 125,Scooter 125cc,125,Todos,,2016,2199
Madrid,KYMCO,K-XCT 300i,Scooters +125cc,300,Todos,,2016,4699
Madrid,KYMCO,Agility CITY 125,Scooter 125cc,125,Todos,,2016,2199
Madrid,KYMCO,K-XCT 300i,Scooters +125cc,300,Todos,,2016,4699
Jaen,BMW,K 1200 GT,Turismo,1171,,34000,2007,7950
Barcelona,KAWASAKI,Z 750 ABS,Naked,748,,22000,2012,4900
Madrid,KYMCO,K-XCT 300i,Scooters +125cc,300,Todos,,2016,4699
Madrid,KYMCO,K-XCT 300i,Scooters +125cc,300,Todos,,2016,4699
Madrid,KYMCO,K-XCT 300i,Scooters +125cc,300,Todos,,2016,4699
Madrid,SUZUKI,GSX R600,Sport,599,,31500,2007,3999
Madrid,SUZUKI,GSR 600,Naked,599,blanca,22400,2011,4000
Baleares,HONDA,VARADERO XL1000V,Trail,996,plata y negro,29000,2003,3500
Valencia,YAMAHA,TMAX 530,Scooters +125cc,530,blanco,10000,2016,9800
Madrid,VESPA,ET4 150,Scooters +125cc,150,,24000,2002,1000
Guipuzcoa,HONDA,CBR 900RR FIREBLADE,Sport,929,azul,39500,1999,3300
Barcelona,BMW,R 80 GS,Turismo,800,blanca,60000,1983,7500
Barcelona,HARLEY DAVIDSON,Sportster 883,Custom,850,Azul,43000,1998,6450
Vizcaya,YAMAHA,FZ6 S,Turismo,600,Negro,19000,2007,3700
Madrid,YAMAHA,XSR700,Naked,689,Gris,3000,2016,5990
Malaga,YAMAHA,T-Max 530,Scooters +125cc,530,,5877,2014,9000
Barcelona,PIAGGIO,X8 125,Scooter 125cc,124,NEGRO,34567,2004,850
Castellon,KTM,EXC 250 F,Enduro,249,,6400,2012,4400
Barcelona,PEUGEOT,Citystar 200i,Scooters +125cc,200,gris plata,29000,2014,1400
Malaga,KTM,1190 Adventure,Trail,1195,naranja,1094,2014,10900
Baleares,MV AGUSTA,BRUTALE 910S,Naked,909,plata/rojo,24000,2006,5600
Valladolid,TRIUMPH,DAYTONA 675R,Sport,675,blanca,26000,2006,5000
Barcelona,YAMAHA,YZ 450 F,Cross,449,Azul,1500,2009,2800
Barcelona,KTM,EXC 525,Enduro,525,,7000,2006,2700
Cadiz,KAWASAKI,ER 6N,Naked,649,verde,6900,2011,4500
Barcelona,TRIUMPH,ROCKET III Classic,Custom,2294,Azul y blanco perla,24830,2007,8500
Madrid,YAMAHA,YZF R6R,Sport,599,,32000,2007,6000
Lugo,HONDA,TRANSALP XL 650 V,Trail,647,negra,32102,2005,3900
Zaragoza,BMW,F 800 R,Naked,800,NEGRO BLANCO,890,2016,7700
Sevilla,HONDA,CB 600 F,Naked,599,azul,34300,2003,2800
Sevilla,VESPA,LX 125 ie,Scooter 125cc,124,ROJA,19000,2011,2200
Sevilla,KYMCO,Venox 250,Custom,249,NEGRA,22000,2008,2100
Sevilla,HONDA,TRANSALP XL 650 V,Trail,647,GRIS,37600,2009,3500
Sevilla,BMW,F 650 GS,Trail,798,roja,48000,2009,3999
Toledo,MV AGUSTA,Rivale 800,Supermotard,800,ROJA,2000,2013,9500
Toledo,BMW,G 650 GS,Trail,652,BLANCA,25000,2011,4999
Toledo,SUZUKI,V-Strom 650 ABS,Trail,647,BLANCA,25000,2013,6750
Toledo,KTM,990 SUPERMOTO T,Supermotard,999,NARAJA,17000,2011,7900
Madrid,YAMAHA,MT 01,Naked,1670,GRIS PLATA,17350,2008,7300
Toledo,YAMAHA,XSR 900 ABS,Naked,847,AMARILLO,2000,2016,9500
